Date comptabilisation,N° article,Désignation article,Quantité,Type écriture,Code magasin,Code groupe produits,Coût total (réel),Montant vente (réel),Nom Client,Année,Mois,Bénéfice
2015-01-06,250-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 250 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,PFT,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-08,100-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  100KVA 17321V 242V,1.0,Vente,PFT,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-08,100-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  100KVA 17321V 242V,1.0,Vente,PFT,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-08,100-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  100KVA 17321V 242V,1.0,Vente,PFT,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-08,100-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  100KVA 17321V 242V,1.0,Vente,PFT,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-08,100-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  100KVA 17321V 242V,1.0,Vente,PFT,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-08,100-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  100KVA 17321V 242V,1.0,Vente,PFT,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-09,50-17.32-0.242-0.42-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ DANS L'HUILE 50KVA 17320V 242-420V,1.0,Vente,PFT,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-20,1250-30-0.4-YNYN0-CU-TN,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 1250KVA 30KV B2 YNYN0,1.0,Vente,PFT,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-20,1250-30-0.4-YNYN0-CU-TN,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 1250KVA 30KV B2 YNYN0,1.0,Vente,PFT,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-22,25-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  25KVA 17320V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-22,25-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  25KVA 17320V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-22,25-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  25KVA 17320V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-23,100-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  100KVA 17321V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-27,250-30-0.42-YNYN0-CU-STEG,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 250 KVA 30 KV 420V YNYN0,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-27,25-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  25KVA 17320V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-27,25-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  25KVA 17320V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-27,25-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  25KVA 17320V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-27,25-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  25KVA 17320V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-27,25-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  25KVA 17320V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-27,25-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  25KVA 17320V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-28,25-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 25 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-28,630-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 630 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-29,63-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 63 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-29,1250-30-0.4-YNYN0-CU-TN,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 1250KVA 30KV B2 YNYN0,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-30,100-17.32-0.242/0.42-MONO-CU-TN,"TRANSFORMATEUR MONOPHASÉ DANS L'HUILE 100 KVA 17,320 KV 242-420V",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-30,75-17.32-0.242/0.42-MONO-CU-TN,"TRANSFORMATEUR MONOPHASÉ DANS L'HUILE 75 KVA 17,320 KV 242 V 420V",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-30,630-30-0.42-YNYN0-CU-STEG,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 630 KVA 30 KV 420V YNYN0,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-30,150-17.32-0.242/0.42-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ DANS L'HUILE 150KVA 17321V 242-420V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-30,63-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 63 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-30,630-30-0.42-YNYN0-CU-STEG,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 630 KVA 30 KV 420V YNYN0,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-30,630-30-0.42-YNYN0-CU-STEG,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 630 KVA 30 KV 420V YNYN0,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-30,63-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 63 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-01-31,160-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 160 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-02-02,160-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 160 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-02,50-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  50KVA 17320V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-02,50-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  50KVA 17320V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-02,50-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  50KVA 17320V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-02,630-30-0.42-YNYN0-AL-STEG,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 630 KVA 30 KV 420V YNYN0 (ALU),1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-01-22,160-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 160 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-02-03,63-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 63 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-03,630-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 630 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-01-30,630-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 630 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-01-01,0.0
2015-02-06,80-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 80 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-11,630-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 630 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-11,250-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 250 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-12,1500-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 1500 KVA 11KV 0,4KV DYN11 (CU)",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-13,400-10-0.4-DYN11-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 400 KVA 10 KV  0,4 KV DYN11",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,800-30-0.41-YNYN0-CU-TN,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 800KVA 30KV 0.41 YNYN0,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,800-30-0.41-YNYN0-CU-TN,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 800KVA 30KV 0.41 YNYN0,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,100-30-0.4-DYN11-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100 KVA 30 KV  0,4 KV DYN11",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,50-15-0.4-YZN11-CU-H61,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 50KVA 15KV 400V  YZN11,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,50-15-0.4-YZN11-CU-H61,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 50KVA 15KV 400V  YZN11,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,50-15-0.4-YZN11-CU-H61,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 50KVA 15KV 400V  YZN11,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,50-15-0.4-YZN11-CU-H61,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 50KVA 15KV 400V  YZN11,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,50-15-0.4-YZN11-CU-H61,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 50KVA 15KV 400V  YZN11,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,50-15-0.4-YZN11-CU-H61,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 50KVA 15KV 400V  YZN11,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,50-15-0.4-YZN11-CU-H61,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 50KVA 15KV 400V  YZN11,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,50-15-0.4-YZN11-CU-H61,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 50KVA 15KV 400V  YZN11,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,50-15-0.4-YZN11-CU-H61,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 50KVA 15KV 400V  YZN11,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,50-15-0.4-YZN11-CU-H61,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 50KVA 15KV 400V  YZN11,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,50-15-0.4-YZN11-CU-H61,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 50KVA 15KV 400V  YZN11,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,50-15-0.4-YZN11-CU-H61,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 50KVA 15KV 400V  YZN11,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,50-33-0.4-YZN11-CU-H61,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 50KVA 33KV 0.4KV YZN11,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,50-33-0.4-YZN11-CU-H61,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 50KVA 33KV 0.4KV YZN11,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,50-33-0.4-YZN11-CU-H61,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 50KVA 33KV 0.4KV YZN11,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,100-15-0.4-DYN11-CU,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 15KV 400V DYN11,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,160-15-0.4-DYN11-CU,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 160KVA 15KV 400V DYN11 ,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,160-15-0.4-DYN11-CU,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 160KVA 15KV 400V DYN11 ,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,100-33-0.4-YZN11-CU-H61,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100 KVA 33 KV  0,4 KV YZN11",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,100-33-0.4-YZN11-CU-H61,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100 KVA 33 KV  0,4 KV YZN11",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,250-15-0.4-DYN11-CU-H59,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 250KVA 15KV 400V DYN11,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,630-15-0.4-DYN11-CU-H59,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 630 KVA 15 KV  0,4 KV DYN11",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-16,630-15-0.4-DYN11-CU-H59,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 630 KVA 15 KV  0,4 KV DYN11",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-11,50-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  50KVA 17320V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-11,50-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  50KVA 17320V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-11,50-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  50KVA 17320V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-13,1000-33-0.41-DYN11-CU-H59,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 1000 KVA 33 KV  0,41 KV DYN11",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-19,50-17.32-0.242-0.42-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ DANS L'HUILE 50KVA 17320V 242-420V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-19,50-17.32-0.242-0.42-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ DANS L'HUILE 50KVA 17320V 242-420V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-19,40-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 40 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-19,63-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 63 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-20,1000-30-0.4-YNYN0-CU-TN,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 1000KVA 30KV 400V YNYN0,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-24,1500-11-0.4-DYN11-CU-GECOL,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 1500 KVA 11KV 0,4KV DYN11 (CU)",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-24,1500-11-0.4-DYN11-CU-GECOL,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 1500 KVA 11KV 0,4KV DYN11 (CU)",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-24,1500-11-0.4-DYN11-CU-GECOL,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 1500 KVA 11KV 0,4KV DYN11 (CU)",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-24,100-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 100 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-24,100-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 100 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-24,50-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  50KVA 17320V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-24,50-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  50KVA 17320V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-24,50-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  50KVA 17320V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-25,160-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 160 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-26,75-17.32-0.242/0.42-MONO-CU-TN,"TRANSFORMATEUR MONOPHASÉ DANS L'HUILE 75 KVA 17,320 KV 242 V 420V",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-25,400-15-0.4-DYN11-CU,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 400 KVA 15 KV  0,4 KV DYN11",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-25,250-15-0.4-DYN11-CU-TN,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 250KVA 15KV 400V DYN11,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-25,150-17.32-0.242/0.42-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ DANS L'HUILE 150KVA 17321V 242-420V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-25,150-17.32-0.242/0.42-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ DANS L'HUILE 150KVA 17321V 242-420V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-25,630-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 630 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-25,100-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 100 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-25,1000-30-0.4-YNYN0-CU-TN,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 1000KVA 30KV 400V YNYN0,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-25,630-30-0.42-YNYN0-CU-STEG,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 630 KVA 30 KV 420V YNYN0,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-25,630-30-0.42-YNYN0-CU-STEG,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 630 KVA 30 KV 420V YNYN0,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-25,1000-30-0.4-YNYN0-CU-TN,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 1000KVA 30KV 400V YNYN0,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-25,63-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 63 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-25,400-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 400 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-26,630-30-0.42-YNYN0-CU-STEG,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 630 KVA 30 KV 420V YNYN0,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-26,50-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  50KVA 17320V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-26,50-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  50KVA 17320V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-26,50-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  50KVA 17320V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-27,400-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 400 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-27,400-30-0.4-YNYN0-CU-TN,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 400 KVA 30 KV  0,4 KV YNYN0",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-27,800-30-0.4-YNYN0-CU-TN,TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 4 COLONNES 800KVA 30KV B2 YNYN0,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-26,150-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  150KVA 17321V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-26,150-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  150KVA 17321V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
2015-02-26,150-17.32-0.242-MONO-CU-TN,TRANSFORMATEUR MONOPHASÉ  150KVA 17321V 242V,1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-02-01,0.0
