Date comptabilisation,N° article,Désignation article,Quantité,Type écriture,Code magasin,Code groupe produits,Coût total (réel),Montant vente (réel),Nom Client,Année,Mois,Bénéfice
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,200-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 200KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,200-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 200KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,200-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 200KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,200-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 200KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,200-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 200KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,200-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 200KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,200-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 200KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,200-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 200KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,200-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 200KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,200-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 200KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,200-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 200KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,200-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 200KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,200-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 200KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,200-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 200KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,200-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 200KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,200-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 200KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,200-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 200KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,200-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 200KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,200-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 200KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,300-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 300KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,300-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 300KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,300-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 300KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,300-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 300KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,300-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 300KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,300-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 300KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,300-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 300KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,300-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 300KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,300-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 300KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,300-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 300KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,300-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 300KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,300-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 300KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,300-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 300KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,500-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 500KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,500-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 500KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,500-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 500KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,500-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 500KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,500-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 500KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,500-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 500KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,500-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 500KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,500-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 500KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,500-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 500KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,500-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 500KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,TRANS,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,1500-11-0.4-DYN11-AL-GECOL,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 1500 KVA 11KV 0,4KV DYN11 (A)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,1500-11-0.4-DYN11-AL-GECOL,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 1500 KVA 11KV 0,4KV DYN11 (A)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
2015-06-24,100-11-0.4-DYN11-CU-LY,"TRANSFORMATEUR TRIPHASÉ DANS L'HUILE À 3 COLONNES 100KVA 11KV 0,4KV DYN11(ONDE)",1.0,Vente,TAMPON,,0.0,0.0,,2015,2015-06-01,0.0
